text,label,level
after all  my erstwhile dear  my no longer cherished  need we say it was no love  just because it perished,0,A1
there are different kinds of love you experience in life loving someone differently doesnt mean loving a person less than you love someone else love is love,0,A1
in order to have great happiness  you have to have great pain and unhappinessotherwise how would you know when youre happy,0,A1
fear is never a good counselor and victory over fear is the first spiritual duty of man,2,B1
every time you take a step  even when you dont want to    when it hurts  when it means you rub chins with death  or even if it means dying  thats good anything that moves ahead  wins no chess game was ever won by the player who sat for a lifetime thinking over his next move,1,A2
the weakness was the first feature  the other what will do if i was this character one of the best questions ever i have asked  its one great from it comes another and another,1,A2
a huge part of what animates homophobia among young people is paranoia and fear of their own capacity to be gay themselves,2,B1
i came i saw the enormous possibilities and power of the human mind it is the biggest plot of fertile land in the world we just have to find the right see and the right technique of cultivation,0,A1
as smart as i am  it took a boy stuck in his house to teach me that sometimes it doesnt matter where you are at all it only matters whos with you,0,A1
embrace the true essence of christmas  by embracing the gift and essence of life  itself,3,B2
the urge to draw near to the female silhouette resided deep in the ancient center of a man,3,B2
never  do you hear me i will give up my friends  my country  my duty  and even my honorbut never you,0,A1
initially  the purveyors of racism need no more than the silent acquiescence of the public   i t is never too soon to confront bigotry and racism whenever  wherever  and in whatever form it raises its ugly head it is incumbent upon all people to confront even the slightest hint of racist thought or action with zero tolerance,3,B2
im not an idealist i know were not going to be living in a world thats peace and love all the time but we can live in a world where we kill each other a lot less,0,A1
i dont put my ideas in a meeting for acceptance or rejection  i put them in the market for success or failure,2,B1
we have this distinctly human concept of good and bad nature doesnt have that it just is im not comfortable with that im not accepting of the fact that we live in a profoundly brutal world i dont fully approve of the way nature works this lifetime of study has left me disappointed by the brutality of it allit has also made me more sympathetic to the human condition and the many unbearable circumstances we find ourselves in you and i are lucky in this part of the world not to experience the sort of wretched life that is a reality for so many,1,A2
the best relationship is when you can completely act yourself and they can still love you for who you are,0,A1
i would wish this book could take the form of a plea for everlasting peace  a plea from one who knows or it would be fine to confirm the odd beliefs about war its horrible  but its a crucible of men and events and  in the end  it makes more of a man out of youbut  still  none of these notions seems right men are killed  dead human beings are heavy and awkward to carry  things smell different in vietnam  soldiers are afraid and often brave  drill sergeants are boors  some men think the war is proper and just and others dont and most dont care is that the stuff for a morality lesson  even for a themedo dreams offer lessons do nightmares have themes  do we awaken and analyze them and live our lives and advise others as a result can the foot soldier teach anything important about war  merely for having been there i think not he can tell war stories,1,A2
i love new york  even though it isnt mine  the way something has to be  a tree or a street or a house  something  anyway  that belongs to me because i belong to it,0,A1
believe there is a great power silently working all things for good  behave yourself and never mind the rest,1,A2
if art is to nourish the roots of our culture  society must set the artist free to follow his vision wherever it takes him,2,B1
i find something new in the bible every time i read it    that can be the experience of everyone who comes to it wanting to discover more of gods truth,0,A1
you dont become a good writer overnight it takes persistence and repetition to gain mastery,3,B2
each visible planet is the embodiment of a great and exalted spiritual intelligence who is the minister of god in that department of his kingdom  endeavoring to carry out his will  the latter having in view the ultimate highest good  regardless of temporary ill,3,B2
i used to get into bed with my mother every morning  almost until she died  and talk about everything she was my closest confidante always i had no secrets from her,0,A1
she wasnt to know there was no room for soren  or any other boy  in my heart there was only one boy taking up that placeluca,0,A1
she wanted to know what it was like to be completely possessed by this man instead of scaring her  the thought sent the most erotic thrill racing through her if she was stupid enough to sleep with him  she knew that things between them would end badly  but she wanted levi in a way that defied logic  and probably her sanity  and she wanted everything he had to offer even if she got burned in the end,1,A2
create your own method dont depend slavishly on mine make up something that will work for you but keep breaking traditions  i beg you,1,A2
theres no shortcut to becoming strong even if you try to look strong on the outside  that thin layer will soon fall off,0,A1
drinking is something people do  its not what you are but when it becomes what you are  you need to think about becoming something else,0,A1
we have to be plumbers  electricians  construction engineers  or workers  on the space station  but at the same time running a laboratory  being scientists  being the best laboratory assistants we can be its all in a bundle  its very exciting  its a lot of fun,1,A2
if i look closely i can see we have the same colour eyes  not me and simon  but me and the boy who is also me  the boy who i can no longer recognise  with whom i no longer share a single thought  worry  or hope,1,A2
engage the whole community with a common purpose to build an innovative and sustainable enterprise,3,B2
and guilt is heavy  like an anchor holding me in place and hindering any and all advancement,4,C1
the real purpose of socialism is precisely to overcome and advance beyond the predatory phase of human development,3,B2
the difference between the impossible and the possible lies in a persons determination,1,A2
weve established the most enormous medical entity ever conceived and people are sicker than ever we cure nothing we heal nothing,3,B2
where would the end be will the ideathe definitionof perfection stay the same no perfection is too fickle its in our nature to never be satisfied we always think we can do more,0,A1
this fear of the lord is indeed the beginning of wisdom this consciousness of sin is the straight pathway to heaven,3,B2
horses change lives they give out young people confidence and selfesteem they provide peace and tranquility to troubled souls  they give us hope,2,B1
 it is always yesterday  tomorrow  and 3 years ago today it is always your birthday it is always the future  the present  and the past it is always eternity that will last,0,A1
if in other sciences we should arrive at certainty without doubt and truth without error  it behooves us to place the foundations of knowledge in mathematics,1,A2
children expect their mothers to love them  no matter what those who dont get this tend to feel cheated the rest of their lives,1,A2
nothing is so envied as genius  nothing so hopeless of attainment by labor alone though labor always accompanies the greatest genius  without the intellectual gift labor alone will do little,3,B2
dont you ever let another put their hands on something thats already yours  because you might end up breaking your own heart,0,A1
i have a respect for manners as such  they are a way of dealing with people you dont agree with or like,0,A1
sluka shook her head were talking about them in the past tense  and we never even discussed them in the present its like their only reason for existing was so they could die,0,A1
it is not the level of prosperity that makes for happiness but the kinship of heart to heart and the way we look at the world both attitudes are within our power  so that a man is happy so long as he chooses to be happy  and no one can stop him,1,A2
now  before you make a movie  you have to have a script  and before you have a script  you have to have a story  though some avantgarde directors have tried to dispense with the latter item  youll find their work only at art theaters,1,A2
this is what kay needs right now  soft touching and caring when were together  i want to love her just like this,0,A1
the rhythm of a new york summer is passionate and powerful  evoking a rapid calypso  with july being the musical climax,3,B2
you need to take some time off and delve into the study of the topic you are interested in,0,A1
there is one quality which one must possess to win  and that is definiteness of purpose  the knowledge of what one wants  and a burning desire to possess it,1,A2
there is always something behind what is wrong and to change what is wrong  mind the things behind what is wrong so many people are quick enough to see what is wrong only  and they criticize so blindly when you see what is wrong  see why  who and what is behind what is wrong,1,A2
whenever a person is the object of your activity  remember that you may not treat that person as only the means to an end  as in instrument  but must allow for the fact that he or she  too  has or at least should have  distinct personal ends,1,A2
whether you are with those you love or alone  you are contributing to christmas  in your own way,1,A2
some people avoid thinking deeply in public  only because they are afraid of coming across as suicidal,1,A2
it doesnt matter how green a blade of grass is expected to be  when its already smashed beneath the feet,2,B1
evolution doesnt care whether you believe in it or not  no more than gravity does i want to rekindle excitement over what weve achieved as a species with the space program we cant afford to regress back to the days of superstition,2,B1
master salamon usually set off a little later as neither he nor other male members of their community were in the habit of walking on the road alongside their wives,1,A2
even when i was a teen model  i didnt think it was fair that i had to enter the acting world to get insurance,1,A2
the one who blesses the winner  after having lost himself  will attain liberation  moksha   he will become complete,3,B2
the difference between hope and despair is a different way of telling stories from the same facts,0,A1
but here i should imagine the most terrible part of the whole punishment is  not the bodily pain at allbut the certain knowledge that in an hour  then in ten minutes  then in half a minute  then nowthis very instantyour soul must quit your body and that you will no longer be a manand that this is certain  certain,1,A2
let every dawn be to you as the beginning of life  and every setting sun be to you as its close,2,B1
when are we going to realize that hating other women  no matter how much money they have or how far theyve fallen  is just as bad for ourselves as it is for anyone else,0,A1
you should choose your battles if you can  but if the battle chooses you then kick the sod in his fuse box,2,B1
seventy times seven is a medicine for a healing community  not for a community with all the answers beforehand and all the appropriate punishments afterwards,2,B1
he says we need to live in the real world  where war and death are a reality  not pretend,1,A2
the alleged power to charm down insanity  or ferocity in beasts  is a power behind the eye,4,C1
the universe is an amazingly fickle and eventful place  and our existence within is a wonder,2,B1
if you dont try to win you might as well hold the olympics in somebodys back yard the thrill of competing carries with it the thrill of a gold medal one wants to win to prove himself the best,2,B1
you dont need a thousand dollars to do something good for someone  you just need the right intention for it,0,A1
genes come together to construct a magnificent lifeform  while neurons come together to form our illusion of consciousness,3,B2
what was the point of finding something worth living for if my life was no longer in my own hands,1,A2
if there were no tribulation  there would be no rest  if there were no winter  there would be no summer,0,A1
our dreams can carry valuable information when we consciously choose to start listening to them,0,A1
reading a good book is an escape to an alternative life  writing a good book is the closest thing to actually living that life,0,A1
in politics  strangely enough  the best way to play your cards is to lay them face upwards on the table,1,A2
knowledge is power  isnt that what we say but power corrupts an institution based on knowledge and learning cant help but be a corrupt institution,3,B2
reading a book is like rewriting it for yourself you bring to a novel  anything you read  all your experience of the world you bring your history and you read it in your own terms,0,A1
if the sale of flesh could be made as easily as the sale of spiritual exemption  the prescience of a dedicated businessman might be well preserved,3,B2
love is not as important as good health you cannot be in love if youre not healthy you cant appreciate it,0,A1
the deepest of powers are often the most subtle something that most fail to realize,2,B1
i know that in life there will be sickness  devastation  disappointments  heartache  its a given whats not a given is the way you choose to get through it all if you look hard enough  you can always find the bright side,0,A1
this virtuous and very industrious woman needs physical strength and ability to do the work of her life  the work of love,0,A1
the negro is an exotic of the most gorgeous and superb countries of the world  and he has deep in his heart a passion for all that is splendid  rich and fanciful,2,B1
such excessive preoccupation with his faults is not a truly spiritual activity but  on the contrary  a highly egoistic onethe recognition of his own faults should make a man humbler  when it is beneficial  not prouder  which the thought that he ought to have been above these faults makes him,3,B2
love does not claim materialistic possession of any kind  it yields complete freedom,4,C1
think back to yourself at age 18 i know i was mighty different than the patti i am today as we grow up  we grow out of our haircuts  our apartments and  often times  our romantic decisions,1,A2
i love you  not because you are perfect  but because i created a place for you in my heart,1,A2
if you are noticing your desires are not coming to fruition  it is time to dive into the unconscious world to discover what other belief may be stronger,2,B1
fame is a devil  obscurity is an angel stay away from me  devil  come near to me  angel,4,C1
there is nothing like the moment you connect with a reader nothing like the response that you get when what you have written touches someone in some way its a moment in which your work is almost a cocreation  you and the reader joining forces to make your words live,0,A1
the less people know  the more they talk the less people understand  the more they try to explain,0,A1
sometimes i forget myself in a book and when i have to stop reading it takes me a minute to remember where i am or who i am,0,A1
you are most powerful when you are most silent people never expect silence they expect words  motion  defense  offense  back and forth they expect to leap into the fray they are ready  fists up  words hanging leaping from their mouths silence no,3,B2
the religion of orgasm utilitarianism projected into sex life  efficiency versus indolence  coition reduced to an obstacle to be got past as quickly as possible in order to reach an ecstatic explosion  the only true goal of lovemaking and of the universe,3,B2
when you start about family  about lineage and ancestry  you are talking about every person on earth,0,A1
those who are critical dont like being criticized  and those who are insensitive have a deficiency in their senses,3,B2
the message of the nazarene had been turned into a weapon in some religious power game look how they love one another just didnt seem an apt description of the bizarre religious theatre id just witnessed,2,B1
courage is the difference between success and failure you must have this attitude  this is the right thing to do  so lets do it,1,A2
did you ever think the reason you havent found the right man is because its not your time sometimes god kets bad things happen to us as a sign that something is not right he also does it to make us stronger god got a plan for you  and you gotta stop fighting it focus on you  and let god lead that man to you,0,A1
in a useful conversation there is a double coincidence of wants you have to be interested in what i have to say  i have to be interested in what you have to say this is an important reason why people with conventional interests seem more socially intelligent even if they dont check whether their audience cares  it probably does,1,A2
you are consciousness dressed in form  my love consciousness is divine matter is divine creation is divine everything is divine are you somehow the only exception,4,C1
you are afraid to suffer  but it were better to thank god for it  since the more you undergo down here  the less you will endure above grief is a portion of ones heritage taken in advance from purgatory,3,B2
every home that i have is paid for  every car that i have is paid for  and i am a hundredmilliondollar man i mean  this is the truth  its not a lie,0,A1
a biography is considered complete if it merely accounts for six or seven selves  whereas a person may well have as many as a thousand,3,B2
the rich dont have to kill to eat they employ people  as they call it the rich dont do evil themselves they pay people do all they can to please them  and everybodys happy,0,A1
yet a personal god can become a grave liability he can be a mere idol carved in our own image  a projection of our limited needs fears and desires we can assume that he loves what we love and hates what we hate  endorsing our prejudices instead of compelling us to transcend them,3,B2
be the person that will take the first step towards personal success you will be remembered for it,0,A1
you deserve a better life you deserve a prosperous life you deserve a positive life you deserve to be liberated from all negativity you deserve the best,3,B2
a great writer picks up on those things that matter its almost like their radar is attuned to the most significant moments,1,A2
because of my job  my hair gets played with a lot on set  so i try to give it little bit of breathing space when im not working,0,A1
the secret of a good sermon is to have a good beginning and a good ending and to have the two as close together as possible,0,A1
one big thing you overlooked when setting out on living the adventure of being wealthy was that you overlooked your current reality,3,B2
because they died  we know we still live because a star explodes and a thousand worlds like ours die  we know this world is that is the smile that what might not be  is,0,A1
if man really is fashioned  more than anything else  in the image of god  then clearly it follows that there is nothing on earth so near to god as a human being the conclusion is inescapable  that to be in the presence of even the meanest  lowest  most repulsive specimen of humanity of the world is still to be closer to god than when looking up into a starry sky or at a beautiful sunset certainly that is why there is nothing in the new testament about beautiful sunsets mike mason author of the mystery of marriage,1,A2
i was made to feel i could do things if you get this feeling early and can hold it until youre 15  you tend to never lose it,0,A1
i would like to promote the concept of a partnership of insurance companies  physicians and hospitals in deploying a basic framework for an electronic medical records system that is affordable,3,B2
all my stories are webs of style and none seems at first blush to contain much kinetic matter for me style is matter,2,B1
the minute im in a little pain  your rough  tough  scary bad boy image totally falls apart,1,A2
the century on which we are entering can be and must be the century of the common man,0,A1
god grants liberty only to those who love it  and are always ready to guard and defend it,2,B1
grant me one hour on loves most sacred shoresto clasp the bosom that my soul adores lie heart to heart and merge my soul with yours,3,B2
no civilized society can long exist  with an active power in its bosom that is stronger than the law,0,A1
no ancient jew was ever promised  or expected  a heavenly life that was a wild and outrageous teaching of jesus holy text never offers a heavenly hopebefore jesus think about it no matter how faithful adam would have been  he could never graduate to heaven going to heaven was a jesus teaching it simply does not exist in torahpg xxvii,1,A2
good or bad  words have an impact on each of us as a writer  i can only hope that the effects my words have on others are more often good than bad,0,A1
the problem  of course  was that people did not seem to understand the difference between right and wrong they needed to be reminded about this  because if you left it to them to work out for themselves  they would never bother they would just find out what was best for them  and then they would call that the right thing,0,A1
if you look at the picture of a beautiful bird eating a little fish  you will see two victims there fish is already a victim  but the bird is also a victim because to survive  it has to be a killer  it is forced to be a murderer,1,A2
the first time he saw me  comatose with a head the size of 3 basketballs  he didnt even think it was me,0,A1
there is no difference between the person living in ignorance and the person living in darkness,2,B1
i suggest that people walk around under the moon barefoot  as i have today theres that voice of your mom and dad and aunt and big sister and uncle and annoying cousin in your ear saying your feet are going to get dirty and youre going to turn into a bat so the defiance in the act of simply taking your shoes off and standing there under that moon is astronomical a dirtyfeetmoonlitdefiance that will make you smile,0,A1
its weird how much people changeits kind of sad  if you think about it like theres no continuity in people at all like something ruptures when you hit twelve  or thirteen  or whatever the age is when youre no longer a kid but a young adult  and after that youre a totally different person maybe even a less happy person maybe even a worse one,1,A2
the goodness of a person is normally judged based upon how they act towards those whom they consider to be less fortunate than themselves this has become the standard for measuring the goodness of a person but this is erroneous it is in fact very easy to be good to those whom you consider to be less fortunate than yourself you know whats difficult being good to those you envy that is whats difficult to do people believe themselves to practice equality because they are good to those who are lesser than they are  but this is not equality if they do not show the same amount of goodness to the people who happen to be more than they are i always look at how a person treats those who are more than they are  and that is how i determine the goodness in a person because the other option is just too easy the other option comes with all benefit and no loss,1,A2
life is now  this day  this hour  and is probably the only experience of the kind one is to have,0,A1
we are not quite conscious of the reason for our disdain when we refer to the illiterate past as wallowing in ignorance what divides us from them is the column of print theirs was a total culture involving all the senses  while ours is a culture concentrated in the literate eye,2,B1
as we learn about the ancient goddess religion and cultures  we get to reevaluate the information that has come to us through patriarchal sources we start to wake up to the fact that everything that was written about us is without us,0,A1
your mind can grasp intellectual ideas  but it is in the feeling where the transformation takes place,3,B2
the best way to move on and move forward is to let go of the past by past i mean everything hurtful  everything that brings or reminds us of pain  everything that was unpleasant and everything that led to disappointments unless you do that  the way forward will continue to be uphill let go and move on,1,A2
joes scientific life is defined by these significant near misses he was shackleton many times  almost the first almost the first to see the big bang  almost the first to patent the laser  almost the first to detect gravitational waves famous for nearly getting there,2,B1
in war  when a commander becomes so bereft of reason and perspective that he fails to understand the dependence of arms on divine guidance  he no longer deserves victory,3,B2
later  when youre grown up  you realize you never really get to hang out with your family you pretty much have only eighteen years to spend with them full time  and thats it,0,A1
i have lived through an eventful year  yet understand no more of it than a babe in arms of all the people of this town i am the one least fitted to write a memorial better the blacksmith with his cries of rage and woe,2,B1
to become a better you  look nowhere else for another alarm to blow before you wake up get up and rise up,1,A2
he straightened  assuming an odd attitude of dignity  as though it were another mask,4,C1
if one prevents a man from working for the good of society while at the same time providing for the satisfaction of his own needs  then only one way remains open to him to make himself richer and others poorer by the violent oppression and spoliation of his fellow men,1,A2
we yearn for a stranger to poke around in our heart such an irrational thing it is flutter once and lunacy behold,2,B1
my views about god come from my dad dad told me that he believed nature  which to him included humankind  to be so beautiful  so magnificent  that there had to be something behind it all,0,A1
they had  finally  the only thing anyone really wants in life someone to hold your hand when you die,0,A1
the thread of culture that runs through the entire history of punk is also a dedication to challenging the authoritarian,3,B2
science is a system of statements based on direct experience  and controlled by experimental verification verification in science is not  however  of single statements but of the entire system or a subsystem of such statements,2,B1
the bibles message is that you matter to god our response is that god should matter to us,0,A1
democracy is two wolves and a lamb voting on what to have for lunch liberty is a wellarmed lamb contesting the vote,3,B2
we can assume that those who have it all and express an arrogant and greedy attitude  appears to be unthankful,1,A2
sometimes the things that are felt the most are expressed between two souls over the distance and over timewhere no words abide and others may speak freely  live with one another freely  express themselves freely just like everyone else  but then there is you you have no words for proof of reassurance  no tokens of professed love  but you have something something worth keeping,2,B1
the problem is hedonism the problem is the preening vanity and selfishness of coming out  of parading private inclinations  of a kind that repel normal people  as if those inclinations were  all by themselves  marks of authenticity and virtue  of suffering and oppression,2,B1
they were like her rocks imperfect and surprising and maybe better in the long run than certainties chances  she thought  were life,1,A2
i do fear death but what i actually fear is not dying i mean  true  it will be sad but i know that there is a better place waiting for me,2,B1
whats make you think that people will other type of clothes are speciali can go to the shop buy such clothes and what now i am important,0,A1
god trained moses in a palace to use him in a desert he trained joseph in a desert to use him in a palace,0,A1
the one thing thats missing to create a fundamental shift in work capacity courage leadership courage,3,B2
the relationship between apprentice and mentor is one of the most beautiful and most sacred relationships in sharing his wisdom with his apprentice  the mentor discovers even more wisdom to share,4,C1
global poverty is a complex web of interlinked problems there is no one silver bullet that will solve global inequality multiple contributing factors must be tackled in parallel yes  education alone is unlikely to lead to employment without economic reform to address the demand side in much of the developing world,2,B1
choose to hustle now  to work hard now  to make all the sacrifice now so that you can enjoy your tomorrow whatever it is that you suppose to do now if you dont do it now  it will affect you badly for the rest of your life,1,A2
this president has been reluctant to hold anybody accountable no one was held accountable after september the 11th nobodys been held accountable after the clear flaws in intelligence leading up to the war in iraq,3,B2
people gave you a hard time about being a kid at twelve they didnt want to give you halloween candy anymore they said things like  if this was the middle ages  youd be married and youd own a farm with a million chickens on it they were trying to kick you out of childhood once you were gone  there was no going back  so you had to hold on as long as you could marika was beckoning from the other side,0,A1
glory is sacrifice  glory is exhaustion  glory is having nothing left to givealmostit is death by living,4,C1
dharma is something that one discovers  because one cannot create something that is already there,0,A1
personally  i wouldnt wait around for someone to tell you youre good enough before you make your own comics just make them  always try to improve and care about what youre doing be relentless and never give up,0,A1
you lose yourself  erica  because with the right person  who you become together is something so much greater  more than you could even realize right now,0,A1
the day was so wonderful that bonaventure thought it would taste like cherry pie if he took a bite of it,1,A2
you may wonder what you can do for humanity humanity desperately needs peace be an advocate of peace and teach others to think about peace,3,B2
people dont get to choose who they fell in love with they only get to choose who they stay in love with,0,A1
it was one of the greatest errors in evaluating dictatorship to say that the dictator forces himself on society against its own will in reality  every dictator in history was nothing but the accentuation of already existing state ideas which he had only to exaggerate in order to gain power,2,B1
picture books are for everybody at any age  not books to be left behind as we grow older the best ones leave a tantalising gap between the pictures and the words  a gap that is filled by the readers imagination  adding so much to the excitement of reading a book,0,A1
literary experience heals the wound  without undermining the privilege  of individuality,5,C2
a man must have a good deal of vanity who believes  and a good deal of boldness who affirms  that all the doctrines he holds are true  and all he rejects are false,1,A2
what we want to do in this moment is rarely whats best for us we need to take a longer view of life and to realize that to become someone worth becoming  i probably need to be doing things i dont want to be doing,0,A1
the one that will put the first human colony on another planet is certainly the most important human on earth and you can judge the rest of mankind of his time by how they judge him along the way,1,A2
getting a divorce is always horrible because you feel youve failed everyone hates to give up on a marriage you think your familys broken up,1,A2
no  my son  do not aspire for wealth and labor not only to be rich strive instead for happiness  to be loved and to love  and most important to acquire peace of mind and serenity,2,B1
to fall is not to fail to fail is to never fall because i never got up in the first place,0,A1
when marconi suggested the possibility of wireless transmission of sound  the radio  he was committed to a mental institution but people like lincoln  edison  and marconi were strongly motivated so they didnt give up they somehow knew that the only real failure is the one from which we learn nothing they seemed to go on the assumption that there is no failure greater than the failure of not trying  and so they continued to try in the face of repeated failures,1,A2
the potential in many environmental issues is that if you undertake corrective action without appropriate understanding of the problem  then you wind up doing more harm than good,2,B1
one could argue that its romantic to die for love of course  then youre dead and unable to take that honeymoon trip to the alps with all the other fashionable young couples  which is a shame,1,A2
politics  and the fate of mankind  are shaped by men without ideals and without greatness,3,B2
dont always carry your toy dog small dogs have four on the floor and they can use them,0,A1
in a world full of game players  the only way to set yourself apart is to be a game changer,1,A2
two must rule together  one for the night and one for the day this is the way it has always been done,0,A1
all liberty required was that the space for discourse itself be protected liberty lay in the argument itself  not the resolution of that argument  in the ability to quarrel  even with the most cherished beliefs of others  a free society was not placid but turbulent the bazaar of conflicting was the place where freedom rang,3,B2
most physical battles begin once mental ones have been lost  anyway conquer the mind  conquer the body,3,B2
freedom means equality if you dont believe in equality for all  you dont believe in freedom,3,B2
the sole and basic source of our strength is the solidarity of workers  peasants and the intelligentsia  the solidarity of the nation  the solidarity of people who seek to live in dignity  truth  and in harmony with their conscience,4,C1
that is the problem with being twelve all the grownups think they have a right to know your business,0,A1
the essentials  i answered  are to learn to shape god with forethought  care  and work  to educate and benefit their community  their families  and themselves  and to contribute to the fulfillment of the destiny,1,A2
the library is a sphere whose exact centre is any one of its hexagons and whose circumference is inaccessible,1,A2
when youre different  sometimes you dont see the millions of people who accept you for what you are all you notice is the person who doesnt,0,A1
every success story has a parent who says  over my dead body every success story has an old person who walks up to you and says  when youre acting the fool  you know i worry about you sometimes,0,A1
even people that i agree with can do something that would be a target for a bit of humor,0,A1
schools assume that children are not interested in learning and are not much good at it  that they will not learn unless made to  that they cannot learn unless shown how  and that the way to make them learn is to divide up the prescribed material into a sequence of tiny tasks to be mastered one at a time  each with its approrpriate morsel and shock and when this method doesnt work  the schools assume there is something wrong with the children  something they must try to diagnose and treat,1,A2
ive married a man who is so afraid of living  hed rather destroy the very thing that makes him feel alive,0,A1
there are some people who think runners are snobs these people are called nonrunners and theyre right  of course there is a certain hubris you develop when you do things no one else does,0,A1
the quiet but inexorable breaking down of selfesteem is much more sinister  its violation of the soul,3,B2
most are unaware of their tremendous worth and boundless potential  despite possessing both,4,C1
we cannot buy it we are too poor then men who have made the law have taken our own drink from us  and have not left us wherewith to buy it yet they can buy it  because they are rich i have a feeling that that is not just i do not grudge them their riches and all it can buy for them,0,A1
not another word  not another thought  not another sniffle if you need to pass gas  i pray youll clench your backside and keep walking until we are certainly alone,1,A2
dont keep looking for something in the bag of nothing you will see the same thing again and again no matter how many times you repeat the look,0,A1
if you desire to be rich with joy  you have to be truly dedicated to god and his work,2,B1
for me  architecture is not just creating a space to protect people but to make them dream as well,2,B1
we think our leadership has been too timid to go after corruption  and often times  they bow to the liberal progressive demands of the white house instead of standing up for our values,3,B2
a desire and a goal not to be subservient to another or to be in charge of ones life is a good thing to do,1,A2
to me its very obvious there are huge cultural differences between americans and canadians but a lot of what we are is american,1,A2
men after the heart of god become the moral conscience  the guidance and custodians of justice  not simply in the security of the four walls of their church,2,B1
any change  even a change for the better  is always accompanied by drawbacks and discomforts,3,B2
if god closes a door and a window  consider the fact that it might be time to build a whole new house,0,A1
nobody can protect anybody else from vileness or from pain all you can do is not let it break you in half and keep on going until you get to the other side,0,A1
we believe in peace in the settlement of all disputes through peaceful means  in the abolition of war  and  more particularly  nuclear war,2,B1
my intellect is so limited  lord  that i can only trust in you to preserve me as i should be,3,B2
children are a battle of a different sort  a battle without banners or warhorns but no less fierce,3,B2
a true friend reminds you why you should believe in yourself when you have forgotten,0,A1
the size of a plane does not change the weather but it will get you above it the size of your faith may not change your situation but it will get you over it,1,A2
i come from a family where soccer has always been very present my uncles  my father and my brother were all players,0,A1
if i am a puzzle  this is the moment in which i find the first corner piece there is still a lot of work to do  i still have a thousand pieces of myself to fit into place but everyone knows youre supposed to find the corners first they are the beginning,1,A2
when i take on a design project  i have to jet from the bookstore to the hardware shop to the lamp store and back again just to collect a small portion of the many items i need to fill a home but  when you hit the flea market  theyre all right there from booth to booth  you have the bases covered,1,A2
people need to understand that the lauryn hill they were exposed to in the beginning was all that was allowed in that arena at the time i had to step away for the sake of the machine i was being way too compromised i felt uncomfortable having to smile in someones face when i really didnt like them or know them well enough to like,2,B1
do grown men always have to play games does everything have to be an excuse for another kind of game do any men grow up or do they only come of age,0,A1
growing up  in church we had the homily  at home its what i call the momily  the inspirational and instructive momisms that every family has,0,A1
when i get up in the morning and put on a pink or a green wig  i see myself as a piece of animation it lets me be the person i want to be  a person whos not embarrassed to have fun,0,A1
when you enter a relationship  ask yourself will i be prisoner to an idol by seeing the body  or free in relationship by seeing the soul,1,A2
via the conduit of a wild dog pack  she has now made the ultimate gift to her fellow creatures  and has become part of gods great dance of proteins,3,B2
i think that age as a number is not nearly as important as health you can be in poor health and be pretty miserable at 40 or 50 if youre in good health  you can enjoy things into your 80s,0,A1
love  like a chicken salad or restaurant hash  must be taken with blind faith or it loses its flavor,1,A2
and there was that poor sucker flaubert rolling around on his floor for three days looking for the right word,0,A1
the ethics of psychiatric therapy is the very negation of the ethics of political liberty the former embraces absolute power  provided it is used to protect and promote the patients mental health the latter rejects absolute power  regardless of its aim or use,3,B2
its raining to hard to last long your hardship is too strong to last long hold on fast your faithbe still,0,A1
i do not want to foresee the future i am concerned with taking care of the present god has given me no control over the moment following,1,A2
we can do whatever we wish to do provided our wish is strong enough what do you want most to do thats what i have to keep asking myself  in the face of difficulties,0,A1
ive been saying it so long to you  you just wouldnt listen every time you said farm boy do this you thought i was answering as you wish but thats only because you were hearing wrong i love you was what it was  but you never heard,1,A2
stop telling god what you want to have   he is going to use what you have left to give you what you need,0,A1
the pursuit of truth and beauty is a sphere of activity in which we are permitted to remain children all our lives,2,B1
recall that the minimum wage was initially conceived as a method to exclude undesirables from the workforce,3,B2
a man has to have sensibility  wit  mystery  tolerance  and strength romance also helps,3,B2
between the black box proprietary code  barebones computers we call voting machines and a mass of completely unqualified election officials  our election system is up for grabs to anybody with even a modest interest and some script kiddie capability the cyberkinetic attack surface here is wide open,2,B1
when did the word compromise get compromised when did the negative connotations of he was caught in a compromising position or she compromised her ethics replace the positive connotations of they reached a compromise,4,C1
his yellow eyes were halflidded as he sang  and in that golden moment  hanging taut in the middle of an icecovered landscape like a single bubble of summer nectar  i could see how my life could be stretched out in front of me,1,A2
being unready and illequipped is what you have to expect in life it is the universal predicament it is your lot as a human being to lack what it takes circumstances are seldom right you never have the capacities  the strength  the wisdom  the virtue you ought to have you must always do with less than you need in a situation vastly different from what you would have chosen as appropriate for your special endowments,2,B1
now you see we are all fugitives we have always been fugitives from the void whatever comfort  whatever power we gain from outside of ourselves diminishes us  because comfort and power  unless they are won from the void inside of us  are illusions that make us forget the emptyness that carries us when we forget that  we believe we deserve comfort and power and so are capable of any evil we deserve nothing but what we make of ourselves we deserve nothing else and when we understand that  then nothing is enough,2,B1
what is the difference between jew and christians we all await the messiah you believe he has already come and gone  while we do not i therefore propose that we await him together and when he appears  we can ask him were you here before,1,A2
let there be room left in your heart for the unimaginable  serendipity has a way of showing itself just when you feel like giving up,1,A2
what you fear most will determine whether you merely save for the future or give for the future,2,B1
money  money  money i think about money morning  noon and night i dare say its mercenary of me  but there it is,3,B2
